"id.line","h1","h2","verse","word"
870,"6-words","types",47,"a description of the kinds of simulation a word can make, and the"
871,"6-words","types",47,"kinds to prioritize."
872,"6-words","example",47,"example"
873,"6-words","example",45,"an example is an individual, particular event or object, of reality."
874,"6-words","example",45.1,"an example with consequence is a use-case."
875,"6-words","example",45.2,"an example in-principle is a hype (hypothetical/hype)."
876,"6-words","example",45.3,"in comm, examples are described per the criteria that might"
877,"6-words","example",45,"support a use of an example."
878,"6-words","example",46,"words are one of two types:"
879,"6-words","example",46.1,"links: words that give relationship between examples, ideas,"
880,"6-words","example",46,"describe actions, roles, and transformations."
881,"6-words","example",46.2,"ideas: words that refer to examples."
882,"6-words","example",46.3,"an idea is a set of criteria that link examples as similar (vs"
883,"6-words","example",46,"not)."
884,"6-words","example",46.4,"the most basic idea classifies examples as a or not-a. ""blue"" is"
885,"6-words","example",46,"an idea that certain colored things are blue (a), and all other"
886,"6-words","example",46,"colors are not blue."
887,"6-words","example",46.5,"good ideas group examples in a way that directs attention toward"
888,"6-words","example",46,"plans and goals. bad ideas distract."
889,"6-words","example",46.6,"the right link between ideas is the foundation of every thought,"
890,"6-words","example",46,"recipe or terrible calculation."
891,"6-words","hype",46,"hype"
892,"6-words","hype",47,"hype vs use-case guides what and if to write. a goal is a named"
893,"6-words","hype",47,"hype. good hype are worthwhile goals, sub-goals, or alt plan actions"
894,"6-words","hype",47,"to consider. don't write hype without a bet."
895,"6-words","hype",48,"as all words should be toward pris, there are three general modes of"
896,"6-words","hype",48,"pri words:"
897,"6-words","hype",48.1,"h0 = history. habit is to history as action is to doc. good"
898,"6-words","hype",48,"history is structured data of your habit, expressly for the"
899,"6-words","hype",48,"purpose of revising future actions."
900,"6-words","hype",48.2,"h1 = plan (pri.txt, proj_doc.txt)"
901,"6-words","hype",48.3,"h2 = doubt especially for bet."
902,"6-words","alternatives",48,"alternatives"
903,"6-words","alternatives",49,"alts are any idea which measurably deviates a plan, and are defined"
904,"6-words","alternatives",49,"directly with respect to the target idea."
905,"6-words","alternatives",50,"for example, bad is an alt to good, as in ""good-vs-bad""."
906,"6-words","alternatives",51,"any other valid modes, if at all, are in support of maximal revision"
907,"6-words","alternatives",51,"in these primary ones."
908,"6-words","alternatives",52,"a plan comprises: 1.the decided action 2.the best bet on it"
909,"6-words","alternatives",52.3,"alternative actions 4.the goal 5.the relevant chud"
910,"6-words","alternatives",53,"good goals and their plans are supported by uses from your own"
911,"6-words","alternatives",53,"history (self-h), and next best is norm or others' use or data that"
912,"6-words","alternatives",53,"generalizes."
913,"6-words","alternatives",54,"for example, a plan for a similar goal has previously succeeded."
914,"6-words","letters",54,"letters"
915,"6-words","letters",1,"mnemonics are memory aids."
916,"6-words","letters",2,"reducing a word to a letter increases cognitive efficiency, as long"
917,"6-words","letters",2,"as that letter stands for an idea you will frequently encounter."
918,"6-words","letters",3,"these letters illustrate kinds of word usage (not exhaustive):"
919,"6-words","letters",3.1,"`f` define; function\"
920,"6-words","letters",3.2,"`i` synonym, sense, ""i.e."", ""as in"",\"
921,"6-words","letters",3.3,"`e` example, data-point, untested data\"
922,"6-words","letters",3.4,"`h` history (implied h0)"
923,"6-words","letters",3.5,"`h1` claim, thesis. vs h0 or h2."
924,"6-words","letters",3.6,"`x` cross-references, xref\"
925,"6-words","letters",3.7,"`d` data or evidence, summary"
926,"6-words","letters",3.8,"`v` version / revise\"
927,"6-words","letters",3.9,"`vs` an alternative, sibling of a shared parent category."
928,"6-words","notes",3,"notes"
929,"6-words","notes",4,"good notes clarify pri (content) within bets from secondary ones."
930,"6-words","notes",5,"in a doc, par is a grouped set of words roughly equivalent to a"
931,"6-words","notes",5,"complex sentence."
932,"6-words","notes",6,"it has a primary subject and predicate, and includes any immediately"
933,"6-words","notes",6,"relevant branches from either."
934,"6-words","notes",7,"in practice it is between 1 and 4 clauses."
935,"6-words","notes",8,"good par successfully denotes a link between two ideas, with the"
936,"6-words","notes",8,"following form:"
937,"6-words","notes",8.1,"a syntactic tree, where\"
938,"6-words","notes",8.2,"[newline] is the right path in a fork,\"
939,"6-words","notes",8.3,"first indent ("" -"") is the left path in a fork,\"
940,"6-words","notes",8,"-   trailing""-"" denotes all subsequent lines in section are equal"
941,"6-words","notes",8,"childs.\"
942,"6-words","notes",8.4,"subsequent newline indents or in-line ""--"" are siblings\"
943,"6-words","notes",8.5,"left to right are siblings\"
944,"6-words","notes",8.6,"double linebreak ends the local tree."
945,"6-words","notes",9,"when word order is a left-to-right walk of a right-branching"
946,"6-words","notes",9,"syntactic tree, sentence can be written in lines of random lengths,"
947,"6-words","notes",9,"and read equally as unambiguously."
948,"6-words","notes",10,"restrict reference and vocabulary to simple- or plain- english to"
949,"6-words","notes",10,"reduce amibiguity."
950,"6-words","transparent",10,"transparent"
951,"6-words","transparent",1,"make folder and file names i-goals as transparent as possible imply"
952,"6-words","transparent",1,"or reveal its (hidden) members."
953,"6-words","transparent",2,"promote or consolidate high frequency items or only-childs."
954,"6-words","transparent",3,"for example: `ppl-work -\> work - self-home -\> home`"
955,"6-words","transparent",4,"when creating or reusing a word for new applications, this principle"
956,"6-words","transparent",4,"should be a factor."
957,"6-words","recipe",4,"recipe"
958,"6-words","recipe",35,"a recipe is one of the best ways to arrange plans."
959,"6-words","recipe",36,"lessons and instructions use a recipe format."
960,"6-words","recipe",37,"the recipe format highlights the ideas and links of your point and"
961,"6-words","recipe",37,"minimizes excessive style."
962,"6-words","recipe",37.1,"list key ideas."
963,"6-words","recipe",37.2,"describe actions and transformations (links)."
964,"6-words","recipe",38,"given an idea, estimate relevance to pris, problems, undeveloped"
965,"6-words","recipe",38,"plans, and self-maintenance."
966,"6-words","recipe",39,"keep docs short enough that the title and content address only one"
967,"6-words","recipe",39,"thing."
968,"6-words","recipe",40,"save selectively and"
969,"6-words","recipe",41,"delete frequently."
970,"6-words","document",41,"document"
971,"6-words","document",1,"a word is a doc when it is saved with a name, at least once."
972,"6-words","document",1.1,"word is to a good doc (for example, a resume), as action is to"
973,"6-words","document",1,"goal."
974,"6-words","document",1.2,"to a bad doc, a word (for example a diary entry) is to an"
975,"6-words","document",1,"unnecessary purchase at a tupperware party."
976,"6-words","document",1.1,"notes are words for comm."
977,"6-words","document",1.2,"lib is what words to save."
978,"6-words","document",1.3,"revision is words for pris."
979,"6-words","document",2,"introduce ideas in unambiguous terms."
980,"6-words","document",2.1,"introducing a new topic, provide a succinct, distinctive"
981,"6-words","document",2,"illustration of the point or merit, *in the verbiage you will"
982,"6-words","document",2,"most likely understand*."
983,"6-words","document",2.2,"then describe the link with a taxonomic reference, as follows,"
984,"6-words","document",2,"where each idea read left to right is a type of or label for the"
985,"6-words","document",2,"preceding category, implying alternatives at each level."
986,"6-words","document",2,"e-psych-teach-2021-unit4-hw-methods_report-intro ""for this"
987,"6-words","document",2,"assignment, consider your grandparents."""
988,"6-words","document",3,"illustrate the link."
989,"6-words","document",3.1,"at a micro-scale, every dash itself is a link."
990,"6-words","document",3.2,"for example, in the taxonomy, ""psych-teach-2021-unit4"" the three"
991,"6-words","document",3,"latter ideas qualify the topic, psych. the order of terms from"
992,"6-words","document",3,"left to right should closely correspond to the order of relevant"
993,"6-words","document",3,"conditional differences that determine:"
994,"6-words","document",3.1,"the pri for the reader. answer: what are the fewest words to"
995,"6-words","document",3,"help a reader know a topic is irrelevant or truly"
996,"6-words","document",3,"beneficial?"
997,"6-words","document",3.2,"the most similar and relevant concepts to most distinct,"
998,"6-words","document",3,"rare, and particular to what is being described."
999,"6-words","document",3.3,"the left-most word will be either implied or actual chapter"
1000,"6-words","document",3,"headings."
1001,"6-words","document",3.4,"all science that is not directly relevant elsewhere, will fall"
1002,"6-words","document",3,"under ppl-work or self-home."
1003,"6-words","document",3.5,"the remaining chapters deal with modes on these basic sources:"
1004,"6-words","document",3,"pri and ed concern optimizing life. (what about word, revision,"
1005,"6-words","document",3,"comm?)"
1006,"6-words","document",3.6,"in the example above, psych might fall under self-body,"
1007,"6-words","document",3,"self-home, ppl, ppl-work. here, we are talking about defining"
1008,"6-words","document",3,"links for purposes of reducing ambiguity."
1009,"6-words","document",3.7,"the link is the decision of the sentence that requires the most"
1010,"6-words","document",3,"care. it is simply a bridge, and as such has a basic and plain"
1011,"6-words","document",3,"function."
1012,"6-words","document",3.8,"named links are actions."
1013,"6-words","document",3.9,"over-spelling the ideas leaves an empty link, e-""do...(the"
1014,"6-words","document",3,"trash)"" consider what is the manner of spending time, if an"
1015,"6-words","document",3,"action, to ascribing your link. consider the specific change"
1016,"6-words","document",3,"being undertaken. some actions: take, give, make, buy, sell,"
1017,"6-words","document",3,"use/eat, work, write, read. - notice these are all verbs of"
1018,"6-words","document",3,"transfer."
1019,"6-words","document",4,"in instr, the link comes last, and it describes a step in"
1020,"6-words","document",3,"revision."
1021,"6-words","document",4,"contextualize with an alternative"
1022,"6-words","document",4.1,"a plan should inherit or give definitions of new terms."
1023,"6-words","document",4.2,"new definitions should especially be accompanied by a true"
1024,"6-words","document",4,"use-case, to protect against a false problem."
1025,"6-words","document",4.3,"a pri is the motive for life, and itself is only a named"
1026,"6-words","document",4,"spending of time."
1027,"6-words","document",4.4,"a developed pri is an instruction."
1028,"6-words","document",4.5,"one generalized is a lesson."
1029,"6-words","scientist",4,"scientist"
1030,"6-words","scientist",47,"a scientist works to win bets against the unknown. they are a"
1031,"6-words","scientist",47,"professional writer, evaluated on two metrics:"
1032,"6-words","scientist",47.1,"for their new content."
1033,"6-words","scientist",47.2,"the net benefit on goal outcomes."
1034,"6-words","scientist",48,"a scientist-researcher is a writer, a data-collector and hypothesis"
1035,"6-words","scientist",48,"tester."
1036,"6-words","scientist",49,"a scientist-scholar is a reader, curating toward theory development"
1037,"6-words","scientist",49,"and comm."
1038,"6-words","scientist",50,"more will be said about scientist more broadly. here we focus"
1039,"6-words","scientist",50,"strictly on the aspect of a scientist which is to develop the"
1040,"6-words","scientist",50,"description of the world, properly."
1041,"6-words","framework",50,"framework"
1042,"6-words","framework",51,"framework (frame) is a cluster of definitions."
1043,"6-words","framework",52,"what metric can be used to compare and test bets on words?"
1044,"6-words","framework",53,"such a metric requires a general framework for cognition."
1045,"6-words","framework",54,"this is that general framework."
1046,"6-words","framework",55,"just as a child learns skills from ""put it in the box"" to ""put it"
1047,"6-words","framework",55,"together,"" and ""solve the problem you creatively set up to solve the"
1048,"6-words","framework",55,"impossible,"" so too the highest cognitive function --these days a"
1049,"6-words","framework",55,"cooperative one beyond the speed or control of any individual--"
1050,"6-words","framework",55,"deserves treatment of its abilities and applications in order of"
1051,"6-words","framework",55,"processing difficulty and utility; utility in contributing to itself"
1052,"6-words","framework",55,"however it sees fit, but especially in its allocation of finite"
1053,"6-words","framework",55,"resources."
1054,"6-words","theory",55,"theory"
1055,"6-words","theory",56,"$$ h1"
1056,"6-words","theory",56,"where p = cognition,"
1057,"6-words","theory",56,"good.p = p(wit.goal.sort|pri) $$"
1058,"6-words","theory",57,"cognitive acts should be engaged in as a pyramid of levels (like"
1059,"6-words","theory",57,"food pyramid), number of tasks (width of level)."
1060,"6-words","theory",58,"for example, a base height of 4 (levels) = 4 topics on bottom level,"
1061,"6-words","theory",58.3,"on 2nd, 2 on 3rd and 1 on 4th. where the bottom level is the"
1062,"6-words","theory",58,"simplest of tasks, such as name and or bin, the next is between"
1063,"6-words","theory",58,"order and sort, then between measure and assemble, finally between"
1064,"6-words","theory",58,"test and use, until it leaves the pyramid as habit, extinguished, or"
1065,"6-words","theory",58,"tasks revised."
1066,"6-words","theory",59,"for example, assuming a goal, make an action plan (blitz)"
1067,"6-words","theory",59,"constrained by number of tasks by type as follows:"
1068,"6-words","theory",59.1,"sort (base task)"
1069,"6-words","theory",59.2,"name, def, or measure,"
1070,"6-words","theory",59.3,"make (minimum viable)"
1071,"6-words","theory",59.4,"test (edit, sim, revise)"
1072,"6-words","theory",59.5,"use (reliable, helpful)"
1073,"6-words","theory",60,"additional tasks must ""wait"" to be addressed until a task of the"
1074,"6-words","theory",60,"same level becomes complete and removed from the pyramid, leaving a"
1075,"6-words","theory",60,"slot to be replaced."
1076,"6-words","theory",61,"this is a frame that gives a starting point for assessing how and"
1077,"6-words","theory",61,"what optimal capacity and boundaries exist for a human as a"
1078,"6-words","theory",61,"cognitive being."
1079,"6-words","theory",62,"above is a proposed initial bet, arrived at by sim. here's an"
1080,"6-words","theory",62,"example good sim:"
1081,"6-words","theory",62.1,"name a pri-scope of irl-events."
1082,"6-words","theory",62.2,"for example, tasks may differ in how hard and many times actions"
1083,"6-words","theory",62,"at various levels need be done;"
1084,"6-words","theory",62.3,"the following properties can be varied by sim. 1-task type"
1085,"6-words","theory",62,"definitions, pyramid level definitions."
1086,"6-words","theory",62.4,"task-level and task-count"
1087,"6-words","theory",62.5,"for example, 3 levels starting at 10-count, reducing by 2"
1088,"6-words","theory",62,"(10,8,6), or 5 levels start at 25 reducing by 6 (25,19,13,7,1)."
1089,"6-words","theory",62.6,"the goal of sim is to maximize a bet you take (e.g., vs defining"
1090,"6-words","theory",62,"relevant pris)."
1091,"7-revisions",NA,NA,"# change"
1092,"7-revisions","revision",NA,"revision"
1093,"7-revisions","revision",1,"neutrally, a word may be replaced by another. as a process which takes effort, do so to improve, and we will call it revision. revision is the change of words to improve actions of yourself or others."
1094,"7-revisions","revision",2,"revision is how we know reflection is happening, described here in versions (v#) of a response."
1095,"7-revisions","revision",3,"for example, consider the following revisions (v1-3) describing this brief argument:"
1096,"7-revisions","revision",3.1,"1: ""nobody follows doctors' orders.""\"
1097,"7-revisions","revision",3.2,"""my parents do, religiously.""\"
1098,"7-revisions","revision",3.1,"""they're the exception.""\"
1099,"7-revisions","revision",3.2,"""you're not exposed to minorities."""
1100,"7-revisions","revision",3.2,"v1"
1101,"7-revisions","revision",3,"a)  1 makes a false generalization."
1102,"7-revisions","revision",3,"b)  2 illustrates a counterpoint, and 1 gets mad."
1103,"7-revisions","revision",3,"c)  1 dismisses it, and 2 gets mad."
1104,"7-revisions","revision",3.3,"v2"
1105,"7-revisions","revision",3,"a)  1 generalizes from work experience."
1106,"7-revisions","revision",3,"b)  2 argues with parents' experience, and 1 gets mad."
1107,"7-revisions","revision",3,"c)  1 dismisses and 2 get mad."
1108,"7-revisions","revision",3.4,"v3"
1109,"7-revisions","revision",3,"a)  1 argues outside 2's experience."
1110,"7-revisions","revision",3,"b)  2 uses personal experience, thinking it's impenetrable."
1111,"7-revisions","revision",3,"c)  failing and hurt, 2 insults."
1112,"7-revisions","revision",4,"the example aims to illustrate revisions which increase the amount of responsibility, control, and preventable future behavior on part of the writer, without much change in word count."
1113,"7-revisions","plan",4,"plan"
1114,"7-revisions","plan",5,"good revisions better describe what we know to have happened, and predict what will happen (again)."
1115,"7-revisions","plan",6,"reality is what determines whether each version is better."
1116,"7-revisions","plan",7,"revise prior prompt responses only to help your current prompt response."
1117,"7-revisions","plan",8,"if your goal deals with different assumptions about the truth, change the prompt to whatever gets you to write the most helpful words for your goal."
1118,"7-revisions","plan",8.1,"for example, a prompt referring to university student experiences should be adapted for your non-university experiences."
1119,"7-revisions","plan",8.2,"a common (problematic) assumption is that you are emotionally ready to be self-critical."
1120,"7-revisions","plan",8.3,"do not change the prompt so you can be lazy."
1121,"7-revisions","think!",8,"think!"
1122,"7-revisions","think!",9,"elsewhere, we will establish variations on ultimate questions."
1123,"7-revisions","think!",10,"one variant is the superlative presupposition, which becomes an imperative (plan)."
1124,"7-revisions","think!",11,"for illustration, all questions presuppose and command, ""think!"""
1125,"7-revisions","think!",12,"as compliment, all words can be seen as an answer to this question (good or bad)."
1126,"7-revisions","think!",13,"supposing just as questions can be revised to their superlatives, we don't bother to ask them, and focus on the superlative of answers."
1127,"7-revisions","think!",14,"thus is an example basis of good revision: to bring the particular apprehension to a universally relevant call to action, responding to the implied imperative of all questions, ""think."""
1128,"7-revisions","plan",14,"plan"
1129,"7-revisions","plan",15,"the goal of words is to express ideas of maximum cake tomorrow."
1130,"7-revisions","plan",16,"since few words meet these criteria, start by revising toward fewer words."
1131,"7-revisions","plan",17,"make ideas clear and concrete."
1132,"7-revisions","plan",18,"provide just enough context to remember the basis of the key ideas."
1133,"7-revisions","plan",19,"precision depends on purpose."
1134,"7-revisions","plan",19.1,"list. name relevant ideas for goal."
1135,"7-revisions","plan",19.2,"write a plan, (ordered links)."
1136,"7-revisions","plan",19.3,"doubt. assert the strongest rebuttal to the plan."
1137,"7-revisions","plan",19.4,"bet. improve ideas and links by addressing weakness and clarity."
1138,"7-revisions","plan",19.5,"read. wager its cake (e.g., relative to another plan)."
1139,"7-revisions","plan",20,"when reflecting, reflect only on ""how can i help my future self?"" and impose time and word limits."
1140,"7-revisions","plan",21,"a bad doc is stream-of-consciousness."
1141,"7-revisions","prompts",21,"prompts"
1142,"7-revisions","prompts",22,"prompts elicit conflicts (truth) between self and norm, to improve plans for your goals."
1143,"7-revisions","prompts",23,"time and word limits work together to encourage a balance between reflecting on truth and describing it."
1144,"7-revisions","word limit",23,"word limit"
1145,"7-revisions","word limit",24,"word limits combat needless words and distracting tangents. a word limit keeps your attention."
1146,"7-revisions","word limit",25,"a word limit is a proxy for a prompt's complexity."
1147,"7-revisions","word limit",26,"try to write the exact number of words."
1148,"7-revisions","word limit",27,"good word limits require cutting out unhelpful words, change figurative words to concrete, ideally assertive and falsifiable."
1149,"7-revisions","word limit",28,"for every plan you make: assert a word limit before writing to be reminded of your initial intentions, and be challenged to express ideas clearly. become skilled at using only the fewest words necessary, to reveal and clarify cake."
1150,"7-revisions","word limit",29,"if you exceed the limit and there is no end in sight, stop and reassess."
1151,"7-revisions","time limit",29,"time limit"
1152,"7-revisions","time limit",30,"the time limit dictates how precise your words should be."
1153,"7-revisions","time limit",31,"use extra time to improve word choice."
1154,"7-revisions","time limit",32,"for example, given a 50-word limit, 1 minute (1m, 50w) encourages free writing with minimal restrictions on quality of thought, while 4 minutes encourages more careful selection of words."
1155,"7-revisions","lessons",32,"lessons"
1156,"7-revisions","lessons",33,"lessons are an ordered set of prompts, usually three to four, up to 60 minutes and 250 words. a prompt's word count is the number of words to be added to your document."
1157,"7-revisions","lessons",34,"lessons target inconsistencies between reality and pris."
1158,"7-revisions","lessons",35,"they are designed to be revisited and revised repeatedly."
1159,"7-revisions","lessons",36,"a 0w prompt means revise, but do not increase the word total."
1160,"7-revisions","lessons",37,"the first prompts in lessons are warm-ups to direct your attention. they ask for names of ideas."
1161,"7-revisions","lessons",38,"the remaining prompts are for thinking, requiring you to make links between your warm-up ideas. done right, you will face some new truths."
1162,"7-revisions","peer-revision",38,"peer-revision"
1163,"7-revisions","peer-revision",39,"peer revision is a powerful learning tool. get answers from others."
1164,"7-revisions","peer-revision",40,"forget who provides revision and how much."
1165,"7-revisions","peer-revision",41,"the peer writer has uncompromised objectivity, and liberty to employ truth, however ""harsh""."
1166,"8-comm",NA,NA,"---"
1167,"8-comm",NA,NA,"editor_options:"
1168,"8-comm",NA,NA,"markdown:"
1169,"8-comm",NA,NA,"wrap: 72"
1170,"8-comm",NA,NA,"---"
1171,"8-comm",NA,NA,"# communication"
1172,"8-comm",NA,1,"consider you meet someone in the woods, and have only 1m (approx."
1173,"8-comm",NA,3.5,"w) to say the most essential thing."
1174,"8-comm",NA,2,"when you communicate (comm), skip self and talk pri. convey the"
1175,"8-comm",NA,2,"greatest amount of relevant information with greatest likelihood of"
1176,"8-comm",NA,2,"understanding or convincing."
1177,"8-comm",NA,3,"pri-comm is the difference between your and norm-pri, especially"
1178,"8-comm",NA,3,"that what your food and cake are and why."
1179,"8-comm",NA,4,"say:"
1180,"8-comm",NA,4.1,"properties of the answer, not knowing it,"
1181,"8-comm",NA,4.2,"an answer for purposes of improving on it."
1182,"8-comm",NA,5,"these properties are the properties of [sr][skilled reflection]:"
1183,"8-comm",NA,5.1,"comparable constraints to establish a reliable subjective"
1184,"8-comm",NA,5,"experience."
1185,"8-comm",NA,5.2,"until we have a measurable self and variation, share the self"
1186,"8-comm",NA,5,"that is cake, in 250w."
1187,"8-comm","problem",5,"problem"
1188,"8-comm","problem",6,"communication happens from one being to another."
1189,"8-comm","problem",7,"the function is to direct attention to a circumstance of high"
1190,"8-comm","problem",7,"importance: sharing information."
1191,"8-comm","problem",8,"for example, the vervet screech that specifically means, ""snake""."
1192,"8-comm","problem",9,"while the vervet makes or hears calls about threats of immediate,"
1193,"8-comm","problem",9,"nearby importance, the breadth of human communication can direct"
1194,"8-comm","problem",9,"attention to circumstances of distant places and times."
1195,"8-comm","problem",10,"this is an echo of the breadth of attention and information humans"
1196,"8-comm","problem",10,"engage. for some reason entangled between information, sharing it,"
1197,"8-comm","problem",10,"there is subjectivity of importance."
1198,"8-comm","problem",11,"the consequence is ambiguity in the value of a communicative act."
1199,"8-comm","style",11,"style"
1200,"8-comm","style",12,"recognition, reading familiar words is easier than retrieval from"
1201,"8-comm","style",12,"memory, of words to write. is- savings on revision."
1202,"8-comm","style",13,"only save docs that you bet will be useful enough later to save"
1203,"8-comm","style",13,"time, overall."
1204,"8-comm","style",14,"once saved, we assume a doc will be read later, and provide cake."
1205,"8-comm","style",14,"this is the primary type of comm we engage in."
1206,"8-comm","style",15,"comm is the exchange of words from oneself to another. other"
1207,"8-comm","style",15,"examples include a traffic sign, something you wrote and are"
1208,"8-comm","style",15,"rereading, a carefully crafted party invite, or a lease agreement."
1209,"8-comm","style",16,"the goal of comm is to maximize that likelihood, by engaging in the"
1210,"8-comm","style",16,"inherent and practical problems that arise."
1211,"8-comm","comm",16,"comm"
1212,"8-comm","comm",17,"writing a word creates a static record of a word."
1213,"8-comm","comm",18,"no person is identical with a future or past self, with any other"
1214,"8-comm","comm",18,"person, and all of these relationships are in part unknown."
1215,"8-comm","comm",18,"([c4.1][ppl])"
1216,"8-comm","comm",19,"the problem of comm is the difference in meaning between reader and"
1217,"8-comm","comm",19,"writer of the same word."
1218,"8-comm","comm",20,"even if you wrote the word, your later self may read a different"
1219,"8-comm","comm",20,"meaning for that word."
1220,"8-comm","comm",21,"good comm attempts to systematically reconcile these issues."
1221,"8-comm","comm",22,"bad comm takes advantage of them at the cost of clarity and honesty."
1222,"8-comm","comm",23,"ppl vary in how they apprehend the world, and therefore they can"
1223,"8-comm","comm",23,"vary in"
1224,"8-comm","comm",23.1,"precise understanding of meanings."
1225,"8-comm","comm",23.2,"trust (usually writer more than reader)."
1226,"8-comm","comm",24,"the real world is particular; each experience is an example."
1227,"8-comm","comm",25,"a word describes a set of similar experiences."
1228,"8-comm","comm",25.1,"words are never definite and certain in what they describe of"
1229,"8-comm","comm",25,"the real world."
1230,"8-comm","comm",25.2,"a word's definition is a generalization."
1231,"8-comm","comm",26,"as such, words are"
1232,"8-comm","comm",26.1,"less precise than reality."
1233,"8-comm","comm",26.2,"better designed to hypothesize and predict."
1234,"8-comm","comm",27,"to improve comm, study the difference between content and style."
1235,"8-comm","difference",27,"difference"
1236,"8-comm","difference",28,"pris between ppl (writer and reader) differ."
1237,"8-comm","difference",29,"difference in pris alter content of ideas."
1238,"8-comm","difference",30,"good style is change in words to minimize change in ideas between"
1239,"8-comm","difference",30,"reader and writer."
1240,"8-comm","difference",31,"versions describe identical content with difference in style between"
1241,"8-comm","difference",31,"them."
1242,"8-comm","difference",32,"a plan for a doc is an earlier version of the (same) final doc."
1243,"8-comm","difference",33,"for example, you today vs you in five years."
1244,"8-comm","norms",33,"norms"
1245,"8-comm","norms",34,"comm norms assume reading and writing have no intrinsic goals."
1246,"8-comm","norms",35,"a doc's arguments for why to read it are a style called pitch."
1247,"8-comm","norms",36,"pitch can be accomplished, for example, by"
1248,"8-comm","norms",36.1,"stroking the ego and intelligence of the reader."
1249,"8-comm","norms",36.2,"framing attacks as agreeable observations."
1250,"8-comm","norms",37,"the maximum common self-pris across ppl are the optimal arguments"
1251,"8-comm","norms",37,"for pitch. e-food vs. cake."
1252,"8-comm","norms",38,"brand is pitch that distorts truth, a form of bad style."
1253,"8-comm","norms",39,"for example, consider the goal of describing the properties of"
1254,"8-comm","norms",39,"**apples** with the purpose of selling them:"
1255,"8-comm","norms",39.1,"content: **apples are healthy but sugary.**\"
1256,"8-comm","norms",39.2,"style: **apples are tasty and nutritious.**\"
1257,"8-comm","norms",39.3,"brand: **apples are healthy.**\"
1258,"8-comm","norms",40,"ppl who do not distinguish food from cake will be persuaded by brand"
1259,"8-comm","norms",40,"more than pitch."
1260,"8-comm","library",40,"library"
1261,"8-comm","library",39,"lib is the explicit effort to maximize the use of what you write,"
1262,"8-comm","library",39,"save, and read, by organizing it for best application, and providing"
1263,"8-comm","library",39,"feedback to help your future decisions to write, save, and read."
1264,"8-comm","library",40,"the scope of lib is the collection of your words over a lifetime."
1265,"8-comm","library",41,"is post-writing cache to facilitate future production."
1266,"8-comm","library",42,"lib is to docs as home is to possessions."
1267,"8-comm","library",43,"lib aims to maximize the cake of words you save, and ideally, reduce"
1268,"8-comm","library",43,"future efforts to plan and accomplish pris, through making the best"
1269,"8-comm","library",43,"of your thoughts easy to find."
1270,"8-comm","library",44,"a bad lib is the sum of your words, void of curation, none of which"
1271,"8-comm","library",44,"helped plans."
1272,"8-comm","library",45,"a good lib is the closest approximation of self."
1273,"8-comm","library",46,"library = sum (goals + plans) / 1"
1274,"8-comm","library",47,"for learning what you don't know you don't know."
1275,"8-comm","library",48,"potential risks include 40.1. writing, saving, and finding bad docs."
1276,"8-comm","library",52,". failure to save or find good docs."
1277,"8-comm","library",49,"studying links will improve ideas."
1278,"8-comm","library",50,"plans, and anything else you write down, should be part of a pri."
1279,"8-comm","library",51,"facilitate retrieval:"
1280,"8-comm","library",51.1,"index (list) docs worth rereading."
1281,"8-comm","library",51.2,"assign a number that indicates its relative importance (abs or"
1282,"8-comm","library",51,"relative weight)."
1283,"8-comm","library",51.3,"add tags and metadata for easier sorting."
1284,"8-comm","library",51.4,"make and revise only for high-pri goal(s). record and study lib"
1285,"8-comm","library",51,"retrieval patterns."
1286,"8-comm","library",52,"note the time and date now, as you did in the introduction. graduate"
1287,"8-comm","library",53,"this is the end of the book."
1288,"8-comm","library",54,"put it in your library."
1289,"8-comm","library",55,"now return to your garden and work on your pris."
1290,"8-comm","reference system",55,"reference system"
1291,"8-comm","reference system",56,""
1292,"8-comm","reference system",56.1,"space: this book's chapter and line numbering."
1293,"8-comm","reference system",56.2,"time: v2.14 the current book version."
1294,"8-comm","reference system",57,"for example, a document that elaborates about trump would begin"
1295,"8-comm","reference system",57,"titled ""c4.23 v2.14""."
1296,"8-comm","reference system",58,"in version 2.14 of sr, 4 is the chapter ppl, and number 23 is the"
1297,"8-comm","reference system",58,"definition of rltp. trump, the article topic, is an example."
1298,"8-comm","reference system",59,"this is the header format for any subsequent document of an idea i"
1299,"8-comm","reference system",59,"write."
1300,"8-comm","answerword",59,"answerword"
1301,"8-comm","answerword",60,"the complete set of ppl's libs is sufficiently exhaustive to"
1302,"8-comm","answerword",60,"describe all that matters in each and all lives."
1303,"8-comm","answerword",61,"the efficiently compressed content of this lib produces a"
1304,"8-comm","answerword",61,"distribution of variation along a median lib."
1305,"8-comm","answerword",62,"this is the content of the next book, ""answerword."""
1306,"8-comm","answerword",63,"in that book, style is any further optimization to maximize"
1307,"8-comm","answerword",63,"learning."
1308,"8-comm","answerword",64,"book 3, ""afterword"", is the darpa for thought when the answerword is"
1309,"8-comm","answerword",64,"muscle-memory."
1310,"8-comm","zero",64,"zero"
1311,"8-comm","zero",65,"suppose you don't share the same language. what conventions of"
1312,"8-comm","zero",65,"gesture, an international gesture meaning, might we have?"
1313,"8-comm","zero",65.1,"an object pointed to means: there it is; it is/will be mine; i"
1314,"8-comm","zero",65,"want it; you want it;"
1315,"8-comm","your calling, part ii",65,"your calling, part ii"
